,Unnamed: 0,Title,Company,Job_Type,Job_Link,Details,Day_Posted,Country,Governorate,City,Class,score
1473,1473,Business Development Manager / Account Manager,Tripathon,Full Time,https://wuzzuf.net/jobs/p/SG8m1yLPq2TH-Business-Development-Manager-Account-Manager-Tripathon-Cairo-Egypt,"Tripathon - Cairo, Egypt 1 month ago",,Egypt,Cairo,,Business Analyst,0.44500502943992615
1474,1474,HR Business Partner,e-finance,Full Time,https://wuzzuf.net/jobs/p/W1AT5a44JKuO-HR-Business-Partner-e-finance-Giza-Egypt,"e-finance - 6th of October, Giza, Egypt 2 months ago",,Egypt, Giza,,Business Analyst,0.4400240182876587
1475,1475,Cost Accounting Section Head,Confidential,Full Time,https://wuzzuf.net/jobs/p/BXynvXpeNp6H-Cost-Accounting-Section-Head-Alexandria-Egypt,"Confidential - Bourj Alarab, Alexandria, Egypt 2 months ago",,Egypt, Alexandria,Bourj Alarab,Business Analyst,0.33606159687042236
1476,1476,Quality Assurance Section Head,M&A Glass Processing Company ,Full Time,https://wuzzuf.net/jobs/p/bjp8ZUutNkS0-Quality-Assurance-Section-Head-MA-Glass-Processing-Company-Giza-Egypt,"M&A Glass Processing Company  - 6th of October, Giza, Egypt 1 month ago",,Egypt, Giza,,Business Analyst,0.21837210655212402
1477,1477,Design Engineer,Orthomed E,Full Time,https://wuzzuf.net/jobs/p/ZaHlOBdjoDvN-Design-Engineer-Orthomed-E-Giza-Egypt,"Orthomed E - 6th of October, Giza, Egypt 1 month ago",,Egypt, Giza,,Business Analyst,0.2186730057001114
1478,1478,Performance Marketing Manager,Ahmed El-Sallab,Full Time,https://wuzzuf.net/jobs/p/fsZ2u1yMZ8Ap-Performance-Marketing-Manager-Ahmed-El-Sallab-Cairo-Egypt,"Ahmed El-Sallab - Mokattam, Cairo, Egypt 1 month ago",,Egypt, Cairo,Mokattam,Business Analyst,0.2415953129529953
1479,1479,Senior Document Controller,Energya Cables,Full Time,https://wuzzuf.net/jobs/p/LgyMQbUcmkTd-Senior-Document-Controller-Energya-Cables-Cairo-Egypt,"Energya Cables - Heliopolis, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Data Entry,0.23107771575450897
1480,1480,Android Developer,Rowaad,Full Time,https://wuzzuf.net/jobs/p/fRwTTlPfghLR-Android-Developer-Rowaad-Cairo-Egypt,"Rowaad - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Data Entry,0.23463508486747742
1481,1481,Business Analyst,Confidential,Full Time,https://wuzzuf.net/jobs/p/DWqd2Z3DDFX4-Business-Analyst-Cairo-Egypt,"Confidential - New Cairo, Cairo, Egypt 2 months ago",,Egypt, Cairo,New Cairo,Business Analyst,0.9647817611694336
1482,1482,Quality Assurance Team Leader,Etisalat Egypt,Full Time,https://wuzzuf.net/jobs/p/U1PzLhF4eBNv-Quality-Assurance-Team-Leader-Etisalat-Egypt-Cairo-Egypt,"Etisalat Egypt - Cairo, Egypt 2 months ago",,Egypt,Cairo,,Business Analyst,0.2099267989397049
1483,1483,Backend Developer,Orevan,Full Time,https://wuzzuf.net/jobs/p/URor62HRf8Qg-Backend-Developer-Orevan-Giza-Egypt,"Orevan - 6th of October, Giza, Egypt 2 months ago",,Egypt, Giza,,Data Engineer,0.42199498414993286
1484,1484,purchasing Manager,Baheya Foundation ,Full Time,https://wuzzuf.net/jobs/p/FqmPFi2iWEHe-purchasing-Manager-Baheya-Foundation-Giza-Egypt,"Baheya Foundation  - Sheikh Zayed, Giza, Egypt 1 month ago",,Egypt, Giza,Sheikh Zayed,Business Analyst,0.22886057198047638
1485,1485,Commercial Manager (Cost Control),BIMTEC,Full Time,https://wuzzuf.net/jobs/p/0vLZx1cFkhT1-Commercial-Manager-Cost-Control-BIMTEC-Cairo-Egypt,"BIMTEC - Cairo, Egypt 2 months ago",,Egypt,Cairo,,Business Analyst,0.36727428436279297
1486,1486,Center Physician,Grifols Egypt for Plasma Derivatives,Full Time,https://wuzzuf.net/jobs/p/qsLfKkKq124k-Center-Physician-Grifols-Egypt-for-Plasma-Derivatives-Port-Said-Egypt,"Grifols Egypt for Plasma Derivatives - Port Said, Egypt 2 months ago",,Egypt,Port Said,,Data Entry,0.24808581173419952
1487,1487,Architecture Technical Office Engineer,NEW JERSEY Developments,Full Time,https://wuzzuf.net/jobs/p/RzfTIvHl2PEx-Architecture-Technical-Office-Engineer-NEW-JERSEY-Developments-Cairo-Egypt,"NEW JERSEY Developments - New Cairo, Cairo, Egypt 2 months ago",,Egypt, Cairo,New Cairo,Business Analyst,0.2410428375005722
1488,1488,Security Administrator,NMP,Full Time,https://wuzzuf.net/jobs/p/ZDRZpN1A4LUX-Security-Administrator-NMP-Cairo-Egypt,"NMP - Cairo, Egypt 2 months ago",,Egypt,Cairo,,Data Entry,0.2209143489599228
1489,1489,Digital Marketing specialist,Confidential,Full Time,https://wuzzuf.net/jobs/p/YipAeKTfsD7Y-Digital-Marketing-specialist-Alexandria-Egypt,"Confidential - Smouha, Alexandria, Egypt 2 months ago",,Egypt, Alexandria,Smouha,Data Analyst,0.20718780159950256
1490,1490,IT Manager,Egypt Bakery Stores,Full Time,https://wuzzuf.net/jobs/p/4Qi44Jow68Zx-IT-Manager-Egypt-Bakery-Stores-Cairo-Egypt,"Egypt Bakery Stores - Katameya, Cairo, Egypt 2 months ago",,Egypt, Cairo,Katameya,Business Analyst,0.2345215231180191
1491,1491,Math Teacher ( all stages),Delta American School ,Full Time,https://wuzzuf.net/jobs/p/1Y7GVLd0JFbD-Math-Teacher-all-stages-Delta-American-School-Dakahlia-Egypt,"Delta American School  - Mansoura, Dakahlia, Egypt 1 month ago",,Egypt, Dakahlia,Mansoura,Data Entry,0.23291859030723572
1492,1492,Marketing Specialist,Confidential,Full Time,https://wuzzuf.net/jobs/p/VaVV7zJxrq0S-Marketing-Specialist-Cairo-Egypt,"Confidential - Heliopolis, Cairo, Egypt 2 months ago",,Egypt, Cairo,,Business Analyst,0.3644478917121887
1493,1493,Finance Manager,ONASOLAR,Full Time,https://wuzzuf.net/jobs/p/Jjzpy5rmXzyp-Finance-Manager-ONASOLAR-Cairo-Egypt,"ONASOLAR - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Business Analyst,0.3982562720775604
1494,1494,International Business Development Specialist,ITIDA,Full Time,https://wuzzuf.net/jobs/p/VAuZ17KwhukA-International-Business-Development-Specialist-ITIDA-Giza-Egypt,"ITIDA - 6th of October, Giza, Egypt 2 months ago",,Egypt, Giza,,Business Analyst,0.4931010603904724
1495,1495,Electrical and Mechanical Technical Office Engineers- Low and Medium voltage studies,ARC Technologies,Full Time,https://wuzzuf.net/jobs/p/LS5hPZNMEIQM-Electrical-and-Mechanical-Technical-Office-Engineers--Low-and-Medium-voltage-studies-ARC-Technologies-Giza-Egypt,"ARC Technologies - Abu Rawash, Giza, Egypt 2 months ago",,Egypt, Giza,Abu Rawash,Business Analyst,0.1883816421031952
1496,1496,Technical Office Engineer,Confidential,Full Time,https://wuzzuf.net/jobs/p/bHR9IPeRvXHh-Technical-Office-Engineer-Cairo-Egypt,"Confidential - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Business Analyst,0.20517589151859283
1497,1497,Supply Chain Planner,Nahdet Misr Publishing Group,Full Time,https://wuzzuf.net/jobs/p/EHiKsjLAklLY-Supply-Chain-Planner-Nahdet-Misr-Publishing-Group-Giza-Egypt,"Nahdet Misr Publishing Group - 6th of October, Giza, Egypt 1 month ago",,Egypt, Giza,,Business Analyst,0.2970447242259979
1499,1499,Tourism Manager - Religious Tourism,Ellithy Group,Full Time,https://wuzzuf.net/jobs/p/nE9w1ln221t4-Tourism-Manager---Religious-Tourism-Ellithy-Group-Cairo-Egypt,"Ellithy Group - Heliopolis, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.23280230164527893
1500,1500,Senior Sales Account Manager,Silicon21,Full Time,https://wuzzuf.net/jobs/p/vUh6QD2o6aBf-Senior-Sales-Account-Manager-Silicon21-Cairo-Egypt,"Silicon21 - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Business Analyst,0.2992399036884308
1501,1501,Sales Account Manager,Silicon21,Full Time,https://wuzzuf.net/jobs/p/1OTC3OZgQwew-Sales-Account-Manager-Silicon21-Cairo-Egypt,"Silicon21 - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Business Analyst,0.38717949390411377
1502,1502,Cost Accountant,IMUT International Marathon United Technology,Full Time,https://wuzzuf.net/jobs/p/wkbpYe0kkAPO-Cost-Accountant-IMUT-International-Marathon-United-Technology-Cairo-Egypt,"IMUT International Marathon United Technology - Obour City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Obour City,Business Analyst,0.36185339093208313
1503,1503,Electrical engineer,ALQIMA Real Estate & Development,Full Time,https://wuzzuf.net/jobs/p/hTFh1STsOz5g-Electrical-engineer-ALQIMA-Real-Estate-Development-Damietta-Egypt,"ALQIMA Real Estate & Development - New Damietta, Damietta, Egypt 1 month ago",,Egypt, Damietta,New Damietta,Data Entry,0.2232072800397873
1504,1504,HR Specialist ( Recruitment - OD - Employee Relation ),Chint Egemac,Full Time,https://wuzzuf.net/jobs/p/Q57ZTw4hpSSS-HR-Specialist-Recruitment---OD---Employee-Relation-Chint-Egemac-Giza-Egypt,"Chint Egemac - 6th of October, Giza, Egypt 1 month ago",,Egypt, Giza,,Business Analyst,0.23972083628177643
1505,1505,Recruitment & OD Senior Specialist,Orientals for Urban Development,Full Time,https://wuzzuf.net/jobs/p/x4tncVeGvz6i-Recruitment-OD-Senior-Specialist-Orientals-for-Urban-Development-Cairo-Egypt,"Orientals for Urban Development - Heliopolis, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.21610833704471588
1506,1506,Junior Angular Front-end Developer,StudentGator,Full Time,https://wuzzuf.net/jobs/p/uqDYkkpi6Q3Y-Junior-Angular-Front-end-Developer-StudentGator-Giza-Egypt,"StudentGator - Dokki, Giza, Egypt 1 month ago",,Egypt, Giza,Dokki,Data Entry,0.20862634479999542
1507,1507,Senior Business Analyst,Coral Technology,Full Time,https://wuzzuf.net/jobs/p/ya0N79VbUNs1-Senior-Business-Analyst-Coral-Technology-Cairo-Egypt,"Coral Technology - Cairo, Egypt 1 month ago",,Egypt,Cairo,,Business Analyst,0.9675832390785217
1508,1508,Digital Marketing Specialist,Confidential,Full Time,https://wuzzuf.net/jobs/p/yS19kYk1MXpf-Digital-Marketing-Specialist-Cairo-Egypt,"Confidential - Cairo, Egypt 1 month ago",,Egypt,Cairo,,Data Analyst,0.21076516807079315
1509,1509,Treasury Manager,MTS Logistics,Full Time,https://wuzzuf.net/jobs/p/KkhRVwMDQMfx-Treasury-Manager-MTS-Logistics-Alexandria-Egypt,"MTS Logistics - Alexandria, Egypt 1 month ago",,Egypt,Alexandria,,Business Analyst,0.23474319279193878
1510,1510,Senior Account Manager,International Advanced ,Full Time,https://wuzzuf.net/jobs/p/92d9LHsXsWzP-Senior-Account-Manager-International-Advanced-Cairo-Egypt,"International Advanced  - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Business Analyst,0.375031054019928
1511,1511,Housekeeping Manager,El Mostakbal Urban ,Full Time,https://wuzzuf.net/jobs/p/H8qkNEzhr075-Housekeeping-Manager-El-Mostakbal-Urban-Cairo-Egypt,"El Mostakbal Urban  - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Business Analyst,0.23862788081169128
1512,1512,Process Section Head,Kasrawy Group,Full Time,https://wuzzuf.net/jobs/p/bgKnmZNrFTXd-Process-Section-Head-Kasrawy-Group-Giza-Egypt,"Kasrawy Group - 6th of October, Giza, Egypt 1 month ago",,Egypt, Giza,,Business Analyst,0.20605815947055817
1513,1513,Psychological Support,Majorel Egypt,Full Time,https://wuzzuf.net/jobs/p/4IJSMyeY2O8j-Psychological-Support-Majorel-Egypt-Alexandria-Egypt,"Majorel Egypt - Alexandria, Egypt 1 month ago",,Egypt,Alexandria,,Business Analyst,0.18536821007728577
1514,1514,General Accountant,Alkhalig Medical Company,Full Time,https://wuzzuf.net/jobs/p/oyk7jprG9LVt-General-Accountant-Alkhalig-Medical-Company-Cairo-Egypt,"Alkhalig Medical Company - Heliopolis, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.3577274978160858
1515,1515,Warehouse Specialist,Seoudi Supermarket,Full Time,https://wuzzuf.net/jobs/p/X7SVL8Nki9Oh-Warehouse-Specialist-Seoudi-Supermarket-Giza-Egypt,"Seoudi Supermarket - 6th of October, Giza, Egypt 1 month ago",,Egypt, Giza,,Data Entry,0.26169919967651367
1516,1516,Marketing Operations Executive,Orientals for Urban Development,Full Time,https://wuzzuf.net/jobs/p/hSt6nXPfTb7X-Marketing-Operations-Executive-Orientals-for-Urban-Development-Cairo-Egypt,"Orientals for Urban Development - Sheraton, Cairo, Egypt 1 month ago",,Egypt, Cairo,Sheraton,Business Analyst,0.30860966444015503
1517,1517,Junior Training Assistant (Luxor) (6 Sept 23),Abt Associates,Full Time,https://wuzzuf.net/jobs/p/eYooyKQ6jqQk-Junior-Training-Assistant-Luxor-6-Sept-23-Abt-Associates-Luxor-Egypt,"Abt Associates - Luxor, Egypt 1 month ago",,Egypt,Luxor,,Business Analyst,0.20187979936599731
1518,1518,Junior Training Assistant (Minya) (6 Sept 23),Abt Associates,Full Time,https://wuzzuf.net/jobs/p/mpDG1SiNuCo2-Junior-Training-Assistant-Minya-6-Sept-23-Abt-Associates-Minya-Egypt,"Abt Associates - Minya, Egypt 1 month ago",,Egypt,Minya,,Business Analyst,0.19165381789207458
1519,1519,Continuous Improvement Engineer,Confidential,Full Time,https://wuzzuf.net/jobs/p/S10X24YUJz3Q-Continuous-Improvement-Engineer-Cairo-Egypt,"Confidential - 10th of Ramadan City, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.19880910217761993
1520,1520,Junior Training Assistant (Tanta/Gharbiya) (6 Sept 23),Abt Associates,Full Time,https://wuzzuf.net/jobs/p/ngPeacIii2WX-Junior-Training-Assistant-TantaGharbiya-6-Sept-23-Abt-Associates-Gharbia-Egypt,"Abt Associates - Tanta, Gharbia, Egypt 1 month ago",,Egypt,Gharbiya,Tanta,Business Analyst,0.19959309697151184
1521,1521,Safety Section Head,GB Corp,Full Time,https://wuzzuf.net/jobs/p/iLkhfTNyDGuL-Safety-Section-Head-GB-Corp-Cairo-Egypt,"GB Corp - Cairo, Egypt 1 month ago",,Egypt,Cairo,,Business Analyst,0.18067213892936707
1522,1522,coordinator,JoviTronix ,Full Time,https://wuzzuf.net/jobs/p/wVexoYCar0jd-coordinator-JoviTronix-Giza-Egypt,"JoviTronix  - Sheikh Zayed, Giza, Egypt 1 month ago",,Egypt, Giza,Sheikh Zayed,Business Analyst,0.2487623244524002
1523,1523,General Accountant,Nile for plastic industries,Full Time,https://wuzzuf.net/jobs/p/ihi4Kz0JC7hs-General-Accountant-Nile-for-plastic-industries-Giza-Egypt,"Nile for plastic industries - Haram, Giza, Egypt 1 month ago",,Egypt, Giza,Haram,Business Analyst,0.3577274978160858
1524,1524,Senior Digital Marketing,Tasawk,Work From Home,https://wuzzuf.net/jobs/p/w0MBrVIsutmu-Senior-Digital-Marketing-Tasawk-Cairo-Egypt,"Tasawk - Cairo, Egypt 1 month ago",,Egypt,Cairo,,Data Analyst,0.20384426414966583
1525,1525,IT Help Desk Specialist - Alexandria,Caduceus Lane,Full Time,https://wuzzuf.net/jobs/p/IzI6wBx7n8ao-IT-Help-Desk-Specialist---Alexandria-Caduceus-Lane-Alexandria-Egypt,"Caduceus Lane - San Stefano, Alexandria, Egypt 1 month ago",,Egypt, Alexandria,,Business Analyst,0.20658667385578156
1526,1526,Sales Administrator,ICS For Project Developments,Full Time,https://wuzzuf.net/jobs/p/1bd2BLCwYH2X-Sales-Administrator-ICS-For-Project-Developments-Cairo-Egypt,"ICS For Project Developments - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Business Analyst,0.39897507429122925
1527,1527,Accountant,eelu,Full Time,https://wuzzuf.net/jobs/p/9NfkUpJM4Pbq-Accountant-eelu-Giza-Egypt,"eelu - Giza, Egypt 1 month ago",,Egypt,Giza,,Business Analyst,0.4310828149318695
1528,1528,Civil tender Engineer Freelance Saudi Arabia Experience,United Engineering company,Part Time,https://wuzzuf.net/jobs/p/pwNLqpx5KqYk-Civil-tender-Engineer-Freelance-Saudi-Arabia-Experience-United-Engineering-company-Giza-Egypt,"United Engineering company - Haram, Giza, Egypt 1 month ago",,Egypt, Giza,Haram,Business Analyst,0.22205498814582825
1529,1529,Electrical Procurement Manager,Confidential,Full Time,https://wuzzuf.net/jobs/p/Iq2nUS8P8Bjs-Electrical-Procurement-Manager-Giza-Egypt,"Confidential - Agouza, Giza, Egypt 1 month ago",,Egypt, Giza,Agouza,Business Analyst,0.26556575298309326
1530,1530,Pre Sales Engineer,Interact Technology Solutions,Full Time,https://wuzzuf.net/jobs/p/Dm4E0NvkVPII-Pre-Sales-Engineer-Interact-Technology-Solutions-Cairo-Egypt,"Interact Technology Solutions - Maadi, Cairo, Egypt 1 month ago",,Egypt, Cairo,Maadi,Business Analyst,0.3339897096157074
1531,1531,Senior PHP Developer,CrossWorkers,Full Time,https://wuzzuf.net/jobs/p/XqCUojzDLJp6-Senior-PHP-Developer-CrossWorkers-Cairo-Egypt,"CrossWorkers - New Cairo, Cairo, Egypt 2 months ago",,Egypt, Cairo,New Cairo,Data Entry,0.25042474269866943
1532,1532,Senior Full Stack Developer - (PHP & ReactJS),CrossWorkers,Full Time,https://wuzzuf.net/jobs/p/BqhYrpXziyeD-Senior-Full-Stack-Developer---PHP-ReactJS-CrossWorkers-Cairo-Egypt,"CrossWorkers - New Cairo, Cairo, Egypt 2 months ago",,Egypt, Cairo,New Cairo,Business Analyst,0.2136707305908203
1533,1533,Implementation Consultant,Software House Solution ,Full Time,https://wuzzuf.net/jobs/p/fgjwfS9PygJT-Implementation-Consultant-Software-House-Solution-Cairo-Egypt,"Software House Solution  - Heliopolis, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.23792146146297455
1534,1534,Accounting Manager,Cairo Three A  for Agricultural and Animal Production,Full Time,https://wuzzuf.net/jobs/p/x11UXSnCN7PE-Accounting-Manager-Cairo-Three-A-for-Agricultural-and-Animal-Production-Cairo-Egypt,"Cairo Three A  for Agricultural and Animal Production - Cairo, Egypt 2 months ago",,Egypt,Cairo,,Business Analyst,0.3809405267238617
1535,1535,Marketing Specialist,Edulinx Education Ltd.,Full Time,https://wuzzuf.net/jobs/p/zaZumYrUoKYY-Marketing-Specialist-Edulinx-Education-Ltd-Cairo-Egypt,"Edulinx Education Ltd. - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Business Analyst,0.3644478917121887
1536,1536,Senior Mechanical Technical Office Engineer,Elaraby Group,Full Time,https://wuzzuf.net/jobs/p/0Y7u2cJO56wt-Senior-Mechanical-Technical-Office-Engineer-Elaraby-Group-Beni-Suef-Egypt,"Elaraby Group - Beni Suef, Egypt 1 month ago",,Egypt,Beni Suef,,Business Analyst,0.22375161945819855
1537,1537,Senior Business Developer,Confidential,Full Time,https://wuzzuf.net/jobs/p/RTdognBczBPO-Senior-Business-Developer-Cairo-Egypt,"Confidential - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Business Analyst,0.27996113896369934
1538,1538,Senior React Native Developer,TechJump,Full Time,https://wuzzuf.net/jobs/p/ipFzPaCAmEPW-Senior-React-Native-Developer-TechJump-Alexandria-Egypt,"TechJump - Alexandria, Egypt 1 month ago",,Egypt,Alexandria,,Business Analyst,0.1996191442012787
1539,1539,Accounts Payable Supervisor,Confidential,Full Time,https://wuzzuf.net/jobs/p/7umln6yvukCj-Accounts-Payable-Supervisor-Giza-Egypt,"Confidential - 6th of October, Giza, Egypt 1 month ago",,Egypt, Giza,,Business Analyst,0.25996845960617065
1540,1540,Senior Procurement,Confidential,Full Time,https://wuzzuf.net/jobs/p/RpR2CFSKTZcq-Senior-Procurement-Cairo-Egypt,"Confidential - Heliopolis, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.25369125604629517
1541,1541,Mechanical Engineer,Lasirena Group,Full Time,https://wuzzuf.net/jobs/p/QrFK1v5nVAle-Mechanical-Engineer-Lasirena-Group-Cairo-Egypt,"Lasirena Group - Maadi, Cairo, Egypt 1 month ago",,Egypt, Cairo,Maadi,Data Entry,0.2574881613254547
1542,1542,Salesforce Engineer- Remote,GetTechForce.com,Full Time,https://wuzzuf.net/jobs/p/zTTuFvINV1pv-Salesforce-Engineer--Remote-GetTechForce-com-Cairo-Egypt,"GetTechForce.com - Cairo, Egypt 2 months ago",,Egypt,Cairo,,Business Analyst,0.2769148051738739
1543,1543,Accountant,Confidential,Full Time,https://wuzzuf.net/jobs/p/Fg8vhUjiwSdQ-Accountant-Cairo-Egypt,"Confidential - Heliopolis, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.4310828149318695
1544,1544,Landscape Architect,PAVILLION ARCHITECTS,Full Time,https://wuzzuf.net/jobs/p/FCUxf4OOJb0K-Landscape-Architect-PAVILLION-ARCHITECTS-Giza-Egypt,"PAVILLION ARCHITECTS - Abu Rawash, Giza, Egypt 1 month ago",,Egypt, Giza,Abu Rawash,Business Analyst,0.21940577030181885
1545,1545,Marketing Executive,Leader cosmetics,Part Time,https://wuzzuf.net/jobs/p/AdJnDF2HVElM-Marketing-Executive-Leader-cosmetics-Cairo-Egypt,"Leader cosmetics - Nozha, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nozha,Business Analyst,0.3374420404434204
1546,1546,Academic Coach,IQRA Network,Full Time,https://wuzzuf.net/jobs/p/6JAWj98UX9xt-Academic-Coach-IQRA-Network-Cairo-Egypt,"IQRA Network - Cairo, Egypt 1 month ago",,Egypt,Cairo,,Business Analyst,0.24488477408885956
1547,1547,IT Help Desk Specialist,Webhelp,Full Time,https://wuzzuf.net/jobs/p/TUsx5j1h44bF-IT-Help-Desk-Specialist-Webhelp-Cairo-Egypt,"Webhelp - New Cairo, Cairo, Egypt 1 month ago",,Egypt, Cairo,New Cairo,Data Entry,0.22416342794895172
1548,1548,Accountant,Confidential,Full Time,https://wuzzuf.net/jobs/p/nC86lwpqMIIH-Accountant-Cairo-Egypt,"Confidential - Heliopolis, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.4310828149318695
1549,1549,UX Lead,Human Quality,Full Time,https://wuzzuf.net/jobs/p/UhjigXCXsUJU-UX-Lead-Human-Quality-Cairo-Egypt,"Human Quality - Downtown, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.23466697335243225
1550,1550,Accountant,Global Advanced Systems,Full Time,https://wuzzuf.net/jobs/p/DpoLWfjQbPvg-Accountant-Global-Advanced-Systems-Cairo-Egypt,"Global Advanced Systems - Sheraton, Cairo, Egypt 1 month ago",,Egypt, Cairo,Sheraton,Business Analyst,0.4310828149318695
1551,1551,Marketing Executive,Darna Developments ,Full Time,https://wuzzuf.net/jobs/p/wld8ADeta1k9-Marketing-Executive-Darna-Developments-Cairo-Egypt,"Darna Developments  - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Business Analyst,0.3374420404434204
1552,1552,Surveyor,AMG Al Amar Consulting Group S.A.,Full Time,https://wuzzuf.net/jobs/p/5ykayLSMDGhh-Surveyor-AMG-Al-Amar-Consulting-Group-S-A-Cairo-Egypt,"AMG Al Amar Consulting Group S.A. - Maadi, Cairo, Egypt 1 month ago",,Egypt, Cairo,Maadi,Data Entry,0.2128816694021225
1553,1553,Sales Specialist,Kandil Egypt,Full Time,https://wuzzuf.net/jobs/p/9WvumjKYrJKZ-Sales-Specialist-Kandil-Egypt-Cairo-Egypt,"Kandil Egypt - Rehab City, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Business Analyst,0.31445756554603577
1554,1554,Customer Service Support,Mantrac,Internship,https://wuzzuf.net/internship/XCCMo27p5Tiu-Customer-Service-Support-Mantrac-Cairo-Egypt,"Mantrac - 10th of Ramadan City, Cairo, Egypt 1 month ago",,Egypt, Cairo,,Data Entry,0.21065206825733185
1555,1555,Business Analyst,Egabi FSI,Full Time,https://wuzzuf.net/jobs/p/mD3k3R6blo9p-Business-Analyst-Egabi-FSI-Cairo-Egypt,"Egabi FSI - Sheraton, Cairo, Egypt 1 month ago",,Egypt, Cairo,Sheraton,Business Analyst,0.9647817611694336
1556,1556,Accountant,Sahara Printing Company,Full Time,https://wuzzuf.net/jobs/p/HadjMZOtetcE-Accountant-Sahara-Printing-Company-Cairo-Egypt,"Sahara Printing Company - Nasr City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Nasr City,Business Analyst,0.4310828149318695
1557,1557,Chief Accountant,Talaat Moustafa Group,Full Time,https://wuzzuf.net/jobs/p/qYdEvZ7GWRV5-Chief-Accountant-Talaat-Moustafa-Group-Giza-Egypt,"Talaat Moustafa Group - Dokki, Giza, Egypt 1 month ago",,Egypt, Giza,Dokki,Business Analyst,0.3787097930908203
1558,1558,Senior Accountant,Talaat Moustafa Group,Full Time,https://wuzzuf.net/jobs/p/2UzvSLfus7Cm-Senior-Accountant-Talaat-Moustafa-Group-Giza-Egypt,"Talaat Moustafa Group - Giza, Egypt 1 month ago",,Egypt,Giza,,Business Analyst,0.36184728145599365
1559,1559,Planning Manager,Slamtex ,Full Time,https://wuzzuf.net/jobs/p/smz914um2sL9-Planning-Manager-Slamtex-Cairo-Egypt,"Slamtex  - Obour City, Cairo, Egypt 1 month ago",,Egypt, Cairo,Obour City,Business Analyst,0.45209822058677673
1560,1560,Frontend Developer,Perfect Presentation,Full Time,https://wuzzuf.net/jobs/p/Cb6ncQON6KTM-Frontend-Developer-Perfect-Presentation-Giza-Egypt,"Perfect Presentation - 6th of October, Giza, Egypt 1 month ago",,Egypt, Giza,,Data Entry,0.2855742871761322
1561,1561,Information Security Officer,Erada,Full Time,https://wuzzuf.net/jobs/p/2SEbgMtZIu6M-Information-Security-Officer-Erada-Cairo-Egypt,"Erada - Maadi, Cairo, Egypt 2 months ago",,Egypt, Cairo,Maadi,Data Analyst,0.2356736660003662
1562,1562,Senior Cost Control Engineer,Solera,Full Time,https://wuzzuf.net/jobs/p/eoUl8S4jFTtr-Senior-Cost-Control-Engineer-Solera-Cairo-Egypt,"Solera - Cairo, Egypt 2 months ago",,Egypt,Cairo,,Business Analyst,0.26155775785446167
1563,1563,Social Media Specialist and digital marketing,Brilliant Engineering,Full Time,https://wuzzuf.net/jobs/p/OewoWpbnZH13-Social-Media-Specialist-and-digital-marketing-Brilliant-Engineering-Giza-Egypt,"Brilliant Engineering - Giza, Egypt 1 month ago",,Egypt,Giza,,Business Analyst,0.21895678341388702
1564,1564,Secretary and Office Manager Assistant,Bainona Engineering Company ,Full Time,https://wuzzuf.net/jobs/p/BboCgWj1S7E2-Secretary-and-Office-Manager-Assistant-Bainona-Engineering-Company-Cairo-Egypt,"Bainona Engineering Company  - Nasr City, Cairo, Egypt 2 months ago",,Egypt, Cairo,Nasr City,Data Entry,0.2514549791812897
1565,1565,Xamarin Developer,FlairsTech,Full Time,https://wuzzuf.net/jobs/p/yhLMEnscsQu4-Xamarin-Developer-FlairsTech-Cairo-Egypt,"FlairsTech - Maadi, Cairo, Egypt 1 month ago",,Egypt, Cairo,Maadi,Data Scientist,0.20061632990837097
